# gene_id species_1 position_1 species_2 position_2 direction
394 Melanogaster 11044756 Pseudoobscura 811594 1
395 Melanogaster 11052171 Pseudoobscura 833185 1
396 Melanogaster 11057545 Pseudoobscura 846995 1
397 Melanogaster 11062027 Pseudoobscura 852504 1
398 Melanogaster 11066552 Pseudoobscura 861216 1
399 Melanogaster 11071441 Pseudoobscura 870054 1
400 Melanogaster 11089290 Pseudoobscura 897744 1
401 Melanogaster 11090210 Pseudoobscura 900324 1
402 Melanogaster 11092492 Pseudoobscura 904188 1
723 Melanogaster 19667252 Pseudoobscura 925350 1
724 Melanogaster 19672312 Pseudoobscura 930774 1
725 Melanogaster 19676061 Pseudoobscura 934995 1
726 Melanogaster 19683808 Pseudoobscura 941236 1
727 Melanogaster 19689697 Pseudoobscura 946079 1
728 Melanogaster 19693977 Pseudoobscura 951787 1
729 Melanogaster 19697091 Pseudoobscura 955653 1
730 Melanogaster 19699820 Pseudoobscura 957674 1
731 Melanogaster 19701927 Pseudoobscura 959449 1
732 Melanogaster 19704176 Pseudoobscura 961897 1
733 Melanogaster 19706418 Pseudoobscura 964548 1
734 Melanogaster 19718923 Pseudoobscura 977362 1
619 Melanogaster 16969069 Pseudoobscura 997730 1
620 Melanogaster 17068717 Pseudoobscura 1111832 1
621 Melanogaster 17078836 Pseudoobscura 1122104 1
622 Melanogaster 17080423 Pseudoobscura 1124447 1
623 Melanogaster 17081447 Pseudoobscura 1127185 1
624 Melanogaster 17091854 Pseudoobscura 1154421 1
617 Melanogaster 16800930 Pseudoobscura 1157950 1
618 Melanogaster 16801929 Pseudoobscura 1159486 1
366 Melanogaster 9245915 Pseudoobscura 1161552 -1
365 Melanogaster 9243817 Pseudoobscura 1162532 -1
364 Melanogaster 9236801 Pseudoobscura 1165510 -1
363 Melanogaster 9232726 Pseudoobscura 1172917 -1
362 Melanogaster 9228796 Pseudoobscura 1177159 -1
361 Melanogaster 9227137 Pseudoobscura 1181149 -1
360 Melanogaster 9225437 Pseudoobscura 1183339 -1
359 Melanogaster 9217655 Pseudoobscura 1187825 -1
416 Melanogaster 11325385 Pseudoobscura 1199568 1
417 Melanogaster 11334187 Pseudoobscura 1207631 1
488 Melanogaster 13677899 Pseudoobscura 1215175 1
489 Melanogaster 13682952 Pseudoobscura 1220425 1
490 Melanogaster 13684380 Pseudoobscura 1224857 1
491 Melanogaster 13692292 Pseudoobscura 1232227 1
492 Melanogaster 13718734 Pseudoobscura 1258592 1
493 Melanogaster 13722246 Pseudoobscura 1261505 1
494 Melanogaster 13727204 Pseudoobscura 1268861 1
495 Melanogaster 13736570 Pseudoobscura 1281473 1
496 Melanogaster 13737942 Pseudoobscura 1282414 1
497 Melanogaster 13739744 Pseudoobscura 1284297 1
498 Melanogaster 13745577 Pseudoobscura 1291491 1
499 Melanogaster 13756164 Pseudoobscura 1300401 1
500 Melanogaster 13757179 Pseudoobscura 1301406 1
501 Melanogaster 13759546 Pseudoobscura 1303453 1
502 Melanogaster 13762752 Pseudoobscura 1310515 1
503 Melanogaster 13779847 Pseudoobscura 1325117 1
631 Melanogaster 17160006 Pseudoobscura 1336783 1
632 Melanogaster 17200726 Pseudoobscura 1376887 1
633 Melanogaster 17206407 Pseudoobscura 1383849 1
634 Melanogaster 17208436 Pseudoobscura 1386264 1
635 Melanogaster 17209368 Pseudoobscura 1386914 1
636 Melanogaster 17212307 Pseudoobscura 1390192 1
637 Melanogaster 17212307 Pseudoobscura 1392657 1
638 Melanogaster 17215304 Pseudoobscura 1395149 1
639 Melanogaster 17240468 Pseudoobscura 1427415 1
640 Melanogaster 17248372 Pseudoobscura 1430865 1
641 Melanogaster 17283762 Pseudoobscura 1474547 1
642 Melanogaster 17285704 Pseudoobscura 1479986 1
643 Melanogaster 17314581 Pseudoobscura 1512848 1
644 Melanogaster 17397478 Pseudoobscura 1615718 1
645 Melanogaster 17413267 Pseudoobscura 1640054 1
646 Melanogaster 17422320 Pseudoobscura 1650904 1
647 Melanogaster 17423591 Pseudoobscura 1663839 1
434 Melanogaster 11485250 Pseudoobscura 1704962 1
435 Melanogaster 11493135 Pseudoobscura 1711505 1
433 Melanogaster 11477058 Pseudoobscura 1778745 -1
432 Melanogaster 11459786 Pseudoobscura 1784507 -1
431 Melanogaster 11454786 Pseudoobscura 1811401 -1
791 Melanogaster 21339741 Pseudoobscura 1815562 -1
790 Melanogaster 21328613 Pseudoobscura 1822747 -1
789 Melanogaster 21324046 Pseudoobscura 1832624 -1
296 Melanogaster 8276200 Pseudoobscura 1922787 -1
295 Melanogaster 8273412 Pseudoobscura 1955372 -1
294 Melanogaster 8272324 Pseudoobscura 1966707 -1
293 Melanogaster 8269898 Pseudoobscura 1969122 -1
66 Melanogaster 2698701 Pseudoobscura 1990575 1
67 Melanogaster 2701124 Pseudoobscura 1993106 1
68 Melanogaster 2704571 Pseudoobscura 1995418 1
69 Melanogaster 2706151 Pseudoobscura 1996787 1
70 Melanogaster 2708684 Pseudoobscura 1999458 1
71 Melanogaster 2711756 Pseudoobscura 2002883 1
72 Melanogaster 2714079 Pseudoobscura 2005616 1
73 Melanogaster 2717638 Pseudoobscura 2007837 1
74 Melanogaster 2724286 Pseudoobscura 2011239 1
75 Melanogaster 2726678 Pseudoobscura 2013566 1
76 Melanogaster 2727698 Pseudoobscura 2015344 1
77 Melanogaster 2730077 Pseudoobscura 2018855 1
78 Melanogaster 2732469 Pseudoobscura 2021339 1
79 Melanogaster 2734248 Pseudoobscura 2025507 1
80 Melanogaster 2739089 Pseudoobscura 2029776 1
81 Melanogaster 2782906 Pseudoobscura 2104841 1
82 Melanogaster 2790599 Pseudoobscura 2112644 1
83 Melanogaster 2809881 Pseudoobscura 2137843 1
84 Melanogaster 2871884 Pseudoobscura 2205183 1
85 Melanogaster 2875428 Pseudoobscura 2209041 1
86 Melanogaster 2882226 Pseudoobscura 2218766 1
87 Melanogaster 2885186 Pseudoobscura 2221346 1
88 Melanogaster 2919770 Pseudoobscura 2263077 1
89 Melanogaster 2925884 Pseudoobscura 2268633 1
90 Melanogaster 2929796 Pseudoobscura 2275443 1
91 Melanogaster 2937027 Pseudoobscura 2282530 1
92 Melanogaster 2938856 Pseudoobscura 2286015 1
93 Melanogaster 2941408 Pseudoobscura 2287977 1
94 Melanogaster 2945403 Pseudoobscura 2292659 1
95 Melanogaster 2947094 Pseudoobscura 2293976 1
96 Melanogaster 2948034 Pseudoobscura 2294915 1
97 Melanogaster 2950399 Pseudoobscura 2301612 1
98 Melanogaster 3066615 Pseudoobscura 2449836 1
99 Melanogaster 3134870 Pseudoobscura 2534464 1
100 Melanogaster 3172268 Pseudoobscura 2575605 1
101 Melanogaster 3173376 Pseudoobscura 2577359 1
102 Melanogaster 3175018 Pseudoobscura 2580189 1
103 Melanogaster 3176440 Pseudoobscura 2657690 1
134 Melanogaster 4540908 Pseudoobscura 2948030 1
135 Melanogaster 4542630 Pseudoobscura 2949301 1
136 Melanogaster 4544617 Pseudoobscura 2953407 1
608 Melanogaster 16587873 Pseudoobscura 2956595 1
609 Melanogaster 16588996 Pseudoobscura 2958246 1
607 Melanogaster 16560684 Pseudoobscura 2981345 -1
606 Melanogaster 16548290 Pseudoobscura 2988148 -1
605 Melanogaster 16455027 Pseudoobscura 3012267 -1
604 Melanogaster 16448665 Pseudoobscura 3082424 -1
603 Melanogaster 16445176 Pseudoobscura 3085920 -1
602 Melanogaster 16441433 Pseudoobscura 3088174 -1
601 Melanogaster 16437421 Pseudoobscura 3091845 -1
600 Melanogaster 16422831 Pseudoobscura 3099348 -1
460 Melanogaster 12012377 Pseudoobscura 3117931 1
461 Melanogaster 12017225 Pseudoobscura 3119601 1
462 Melanogaster 12018640 Pseudoobscura 3121311 1
463 Melanogaster 12021068 Pseudoobscura 3122823 1
464 Melanogaster 12022837 Pseudoobscura 3126280 1
138 Melanogaster 4549883 Pseudoobscura 3131546 -1
137 Melanogaster 4549070 Pseudoobscura 3133447 -1
211 Melanogaster 6289470 Pseudoobscura 3135429 -1
210 Melanogaster 6288100 Pseudoobscura 3137064 -1
403 Melanogaster 11129362 Pseudoobscura 3141892 1
404 Melanogaster 11137859 Pseudoobscura 3148397 1
405 Melanogaster 11139762 Pseudoobscura 3150160 1
406 Melanogaster 11140474 Pseudoobscura 3150756 1
407 Melanogaster 11142541 Pseudoobscura 3152445 1
408 Melanogaster 11144120 Pseudoobscura 3153423 1
409 Melanogaster 11144852 Pseudoobscura 3155960 1
415 Melanogaster 11321579 Pseudoobscura 3225589 -1
414 Melanogaster 11308533 Pseudoobscura 3229239 -1
413 Melanogaster 11248236 Pseudoobscura 3291902 -1
412 Melanogaster 11219379 Pseudoobscura 3303642 -1
411 Melanogaster 11152484 Pseudoobscura 3383486 -1
410 Melanogaster 11149323 Pseudoobscura 3387155 -1
297 Melanogaster 8437057 Pseudoobscura 3391771 1
298 Melanogaster 8441247 Pseudoobscura 3395835 1
299 Melanogaster 8447691 Pseudoobscura 3406426 1
300 Melanogaster 8458494 Pseudoobscura 3417470 1
301 Melanogaster 8461479 Pseudoobscura 3421819 1
302 Melanogaster 8463296 Pseudoobscura 3423467 1
303 Melanogaster 8467443 Pseudoobscura 3425903 1
304 Melanogaster 8470888 Pseudoobscura 3428372 1
305 Melanogaster 8473837 Pseudoobscura 3432378 1
306 Melanogaster 8477117 Pseudoobscura 3436203 1
307 Melanogaster 8479319 Pseudoobscura 3438349 1
308 Melanogaster 8481837 Pseudoobscura 3441127 1
309 Melanogaster 8485008 Pseudoobscura 3444667 1
310 Melanogaster 8489348 Pseudoobscura 3471232 1
487 Melanogaster 13609671 Pseudoobscura 3478253 -1
486 Melanogaster 13605681 Pseudoobscura 3481219 -1
485 Melanogaster 13593474 Pseudoobscura 3493169 -1
484 Melanogaster 13563823 Pseudoobscura 3504756 -1
483 Melanogaster 13556472 Pseudoobscura 3535018 -1
482 Melanogaster 13552559 Pseudoobscura 3540547 -1
481 Melanogaster 13543643 Pseudoobscura 3557003 -1
480 Melanogaster 13534400 Pseudoobscura 3567862 -1
479 Melanogaster 13528006 Pseudoobscura 3574072 -1
478 Melanogaster 13445903 Pseudoobscura 3584584 -1
368 Melanogaster 9604154 Pseudoobscura 3717105 -1
367 Melanogaster 9601030 Pseudoobscura 3721053 -1
628 Melanogaster 17143588 Pseudoobscura 3724754 -1
627 Melanogaster 17136578 Pseudoobscura 3728586 -1
626 Melanogaster 17135985 Pseudoobscura 3729814 -1
625 Melanogaster 17107582 Pseudoobscura 3744518 -1
33 Melanogaster 1859141 Pseudoobscura 3769382 1
34 Melanogaster 1862009 Pseudoobscura 3781015 1
35 Melanogaster 1865909 Pseudoobscura 3784712 1
36 Melanogaster 1866832 Pseudoobscura 3785732 1
37 Melanogaster 1868870 Pseudoobscura 3787821 1
38 Melanogaster 1872400 Pseudoobscura 3791456 1
57 Melanogaster 2162196 Pseudoobscura 3792974 -1
56 Melanogaster 2159145 Pseudoobscura 3802968 -1
386 Melanogaster 10878054 Pseudoobscura 3809874 1
387 Melanogaster 10894747 Pseudoobscura 3826261 1
358 Melanogaster 9194750 Pseudoobscura 3854773 -1
357 Melanogaster 9193898 Pseudoobscura 3855901 -1
356 Melanogaster 9192669 Pseudoobscura 3857255 -1
441 Melanogaster 11850909 Pseudoobscura 3875781 -1
440 Melanogaster 11842662 Pseudoobscura 3883235 -1
439 Melanogaster 11839608 Pseudoobscura 3887841 -1
438 Melanogaster 11816898 Pseudoobscura 3901503 -1
437 Melanogaster 11808506 Pseudoobscura 3922848 -1
436 Melanogaster 11801696 Pseudoobscura 3932006 -1
273 Melanogaster 8117012 Pseudoobscura 3946565 1
274 Melanogaster 8119082 Pseudoobscura 3948643 1
275 Melanogaster 8121280 Pseudoobscura 3951013 1
276 Melanogaster 8129812 Pseudoobscura 3958142 1
277 Melanogaster 8132285 Pseudoobscura 3960751 1
278 Melanogaster 8135824 Pseudoobscura 3964235 1
279 Melanogaster 8137041 Pseudoobscura 3967384 1
280 Melanogaster 8142550 Pseudoobscura 3971408 1
281 Melanogaster 8143904 Pseudoobscura 3972661 1
282 Melanogaster 8145839 Pseudoobscura 3974865 1
283 Melanogaster 8147949 Pseudoobscura 3976857 1
284 Melanogaster 8148783 Pseudoobscura 3977560 1
285 Melanogaster 8150731 Pseudoobscura 3980836 1
286 Melanogaster 8152948 Pseudoobscura 3982636 1
287 Melanogaster 8154599 Pseudoobscura 3986474 1
288 Melanogaster 8157628 Pseudoobscura 3988840 1
289 Melanogaster 8160054 Pseudoobscura 3991198 1
290 Melanogaster 8161540 Pseudoobscura 3992991 1
291 Melanogaster 8165833 Pseudoobscura 3997814 1
292 Melanogaster 8170229 Pseudoobscura 4001955 1
1 Melanogaster 265724 Pseudoobscura 4082450 1
2 Melanogaster 268509 Pseudoobscura 4087264 1
3 Melanogaster 307684 Pseudoobscura 4164089 1
4 Melanogaster 315123 Pseudoobscura 4180512 1
5 Melanogaster 316576 Pseudoobscura 4182365 1
6 Melanogaster 353067 Pseudoobscura 4235151 1
7 Melanogaster 370031 Pseudoobscura 4257334 1
8 Melanogaster 396060 Pseudoobscura 4291592 1
9 Melanogaster 409721 Pseudoobscura 4311421 1
10 Melanogaster 436139 Pseudoobscura 4338050 1
11 Melanogaster 460747 Pseudoobscura 4372328 1
12 Melanogaster 467057 Pseudoobscura 4382637 1
13 Melanogaster 471019 Pseudoobscura 4387217 1
14 Melanogaster 476984 Pseudoobscura 4392716 1
15 Melanogaster 479066 Pseudoobscura 4392716 1
16 Melanogaster 481862 Pseudoobscura 4392716 1
17 Melanogaster 482777 Pseudoobscura 4394324 1
18 Melanogaster 487878 Pseudoobscura 4399371 1
19 Melanogaster 490787 Pseudoobscura 4402007 1
20 Melanogaster 494614 Pseudoobscura 4405903 1
21 Melanogaster 496446 Pseudoobscura 4414906 1
22 Melanogaster 509235 Pseudoobscura 4436680 1
654 Melanogaster 17633691 Pseudoobscura 4451839 -1
653 Melanogaster 17632089 Pseudoobscura 4454631 -1
652 Melanogaster 17629791 Pseudoobscura 4456013 -1
651 Melanogaster 17628164 Pseudoobscura 4458124 -1
650 Melanogaster 17623221 Pseudoobscura 4460592 -1
450 Melanogaster 11899996 Pseudoobscura 4513987 -1
449 Melanogaster 11893943 Pseudoobscura 4520958 -1
448 Melanogaster 11891732 Pseudoobscura 4527551 -1
447 Melanogaster 11888352 Pseudoobscura 4529245 -1
446 Melanogaster 11877737 Pseudoobscura 4532192 -1
445 Melanogaster 11875306 Pseudoobscura 4541038 -1
444 Melanogaster 11873319 Pseudoobscura 4542898 -1
443 Melanogaster 11871299 Pseudoobscura 4545970 -1
442 Melanogaster 11869170 Pseudoobscura 4548841 -1
545 Melanogaster 14787478 Pseudoobscura 4585950 -1
544 Melanogaster 14784664 Pseudoobscura 4605458 -1
543 Melanogaster 14782962 Pseudoobscura 4608690 -1
542 Melanogaster 14757531 Pseudoobscura 4626248 -1
541 Melanogaster 14686038 Pseudoobscura 4701899 -1
540 Melanogaster 14584733 Pseudoobscura 4793456 -1
539 Melanogaster 14583677 Pseudoobscura 4800725 -1
538 Melanogaster 14582136 Pseudoobscura 4801628 -1
537 Melanogaster 14580600 Pseudoobscura 4802417 -1
536 Melanogaster 14496135 Pseudoobscura 4891625 -1
535 Melanogaster 14472408 Pseudoobscura 4909429 -1
534 Melanogaster 14288084 Pseudoobscura 5088866 -1
533 Melanogaster 14266367 Pseudoobscura 5103587 -1
532 Melanogaster 14264737 Pseudoobscura 5113974 -1
531 Melanogaster 14261223 Pseudoobscura 5114958 -1
530 Melanogaster 14247732 Pseudoobscura 5124889 -1
529 Melanogaster 14243686 Pseudoobscura 5134233 -1
528 Melanogaster 14240266 Pseudoobscura 5137863 -1
527 Melanogaster 14237988 Pseudoobscura 5140385 -1
671 Melanogaster 17907692 Pseudoobscura 5143388 1
672 Melanogaster 17911462 Pseudoobscura 5153512 1
594 Melanogaster 16391698 Pseudoobscura 5159024 -1
595 Melanogaster 16391698 Pseudoobscura 5162172 -1
673 Melanogaster 17924307 Pseudoobscura 5187279 1
674 Melanogaster 18023870 Pseudoobscura 5274241 1
675 Melanogaster 18044071 Pseudoobscura 5297072 1
676 Melanogaster 18064483 Pseudoobscura 5320499 1
677 Melanogaster 18078491 Pseudoobscura 5335728 1
678 Melanogaster 18085761 Pseudoobscura 5340930 1
679 Melanogaster 18091259 Pseudoobscura 5344728 1
680 Melanogaster 18093145 Pseudoobscura 5348905 1
681 Melanogaster 18097558 Pseudoobscura 5352420 1
682 Melanogaster 18101970 Pseudoobscura 5355702 1
465 Melanogaster 13115131 Pseudoobscura 5371324 1
466 Melanogaster 13122876 Pseudoobscura 5374025 1
467 Melanogaster 13128952 Pseudoobscura 5380536 1
468 Melanogaster 13129018 Pseudoobscura 5382550 1
195 Melanogaster 6091205 Pseudoobscura 5387134 -1
194 Melanogaster 6082709 Pseudoobscura 5399610 -1
193 Melanogaster 6082634 Pseudoobscura 5401162 -1
192 Melanogaster 6078708 Pseudoobscura 5410678 -1
191 Melanogaster 6076072 Pseudoobscura 5412905 -1
190 Melanogaster 6069131 Pseudoobscura 5419065 -1
189 Melanogaster 6067958 Pseudoobscura 5422122 -1
188 Melanogaster 6050828 Pseudoobscura 5429194 -1
187 Melanogaster 6040005 Pseudoobscura 5446390 -1
186 Melanogaster 6037892 Pseudoobscura 5456411 -1
185 Melanogaster 6035753 Pseudoobscura 5458759 -1
184 Melanogaster 6008183 Pseudoobscura 5484467 -1
183 Melanogaster 5997508 Pseudoobscura 5497846 -1
182 Melanogaster 5988791 Pseudoobscura 5507948 -1
181 Melanogaster 5966279 Pseudoobscura 5514855 -1
180 Melanogaster 5958207 Pseudoobscura 5538185 -1
179 Melanogaster 5955629 Pseudoobscura 5544218 -1
178 Melanogaster 5952565 Pseudoobscura 5550811 -1
177 Melanogaster 5950251 Pseudoobscura 5553330 -1
176 Melanogaster 5948160 Pseudoobscura 5554777 -1
175 Melanogaster 5908135 Pseudoobscura 5592848 -1
174 Melanogaster 5905746 Pseudoobscura 5596681 -1
369 Melanogaster 10385960 Pseudoobscura 5644101 1
370 Melanogaster 10410391 Pseudoobscura 5652245 1
371 Melanogaster 10458186 Pseudoobscura 5704270 1
372 Melanogaster 10460736 Pseudoobscura 5708522 1
373 Melanogaster 10461865 Pseudoobscura 5713518 1
374 Melanogaster 10473938 Pseudoobscura 5725210 1
375 Melanogaster 10478838 Pseudoobscura 5730014 1
376 Melanogaster 10482028 Pseudoobscura 5733630 1
377 Melanogaster 10490069 Pseudoobscura 5740231 1
378 Melanogaster 10589089 Pseudoobscura 5856331 1
379 Melanogaster 10590920 Pseudoobscura 5858488 1
380 Melanogaster 10596122 Pseudoobscura 5866541 1
381 Melanogaster 10598146 Pseudoobscura 5869201 1
382 Melanogaster 10602641 Pseudoobscura 5875340 1
383 Melanogaster 10772541 Pseudoobscura 6002840 1
384 Melanogaster 10778954 Pseudoobscura 6009057 1
385 Melanogaster 10780893 Pseudoobscura 6011966 1
793 Melanogaster 21346503 Pseudoobscura 6018563 -1
792 Melanogaster 21345358 Pseudoobscura 6021452 -1
430 Melanogaster 11442539 Pseudoobscura 6031349 -1
429 Melanogaster 11430523 Pseudoobscura 6038291 -1
428 Melanogaster 11422832 Pseudoobscura 6049413 -1
426 Melanogaster 11413467 Pseudoobscura 6061095 -1
427 Melanogaster 11413467 Pseudoobscura 6063351 -1
425 Melanogaster 11411783 Pseudoobscura 6065157 -1
424 Melanogaster 11369665 Pseudoobscura 6075159 -1
423 Melanogaster 11360930 Pseudoobscura 6118335 -1
422 Melanogaster 11359236 Pseudoobscura 6127619 -1
421 Melanogaster 11355881 Pseudoobscura 6128584 -1
420 Melanogaster 11350608 Pseudoobscura 6135478 -1
419 Melanogaster 11349998 Pseudoobscura 6140945 -1
418 Melanogaster 11349049 Pseudoobscura 6141467 -1
520 Melanogaster 14191220 Pseudoobscura 6162299 -1
519 Melanogaster 14189516 Pseudoobscura 6164001 -1
518 Melanogaster 14187253 Pseudoobscura 6166851 -1
517 Melanogaster 14184561 Pseudoobscura 6168801 -1
516 Melanogaster 14181028 Pseudoobscura 6171679 -1
515 Melanogaster 14176923 Pseudoobscura 6177191 -1
514 Melanogaster 14174756 Pseudoobscura 6179360 -1
513 Melanogaster 14169592 Pseudoobscura 6182061 -1
512 Melanogaster 14151579 Pseudoobscura 6196624 -1
511 Melanogaster 13996345 Pseudoobscura 6338843 -1
510 Melanogaster 13955236 Pseudoobscura 6387939 -1
509 Melanogaster 13846116 Pseudoobscura 6498544 -1
508 Melanogaster 13830741 Pseudoobscura 6505089 -1
507 Melanogaster 13826041 Pseudoobscura 6508464 -1
506 Melanogaster 13822826 Pseudoobscura 6511370 -1
505 Melanogaster 13812971 Pseudoobscura 6515248 -1
504 Melanogaster 13811684 Pseudoobscura 6523207 -1
735 Melanogaster 19731004 Pseudoobscura 6524869 1
736 Melanogaster 19735570 Pseudoobscura 6528961 1
737 Melanogaster 19740537 Pseudoobscura 6536621 1
738 Melanogaster 19744431 Pseudoobscura 6540393 1
739 Melanogaster 19744431 Pseudoobscura 6541043 1
740 Melanogaster 19746041 Pseudoobscura 6541713 1
741 Melanogaster 19748314 Pseudoobscura 6544272 1
561 Melanogaster 15739230 Pseudoobscura 6547142 1
562 Melanogaster 15741343 Pseudoobscura 6551349 1
612 Melanogaster 16599241 Pseudoobscura 6556371 1
613 Melanogaster 16610685 Pseudoobscura 6568147 1
151 Melanogaster 4915280 Pseudoobscura 6606780 1
152 Melanogaster 4918730 Pseudoobscura 6610308 1
153 Melanogaster 4921678 Pseudoobscura 6613879 1
154 Melanogaster 4939128 Pseudoobscura 6624335 1
155 Melanogaster 4997441 Pseudoobscura 6677913 1
156 Melanogaster 5048273 Pseudoobscura 6715926 1
157 Melanogaster 5071027 Pseudoobscura 6748087 1
212 Melanogaster 6973620 Pseudoobscura 6757861 1
213 Melanogaster 6986486 Pseudoobscura 6772298 1
214 Melanogaster 6991612 Pseudoobscura 6779609 1
215 Melanogaster 6998672 Pseudoobscura 6787809 1
216 Melanogaster 7009006 Pseudoobscura 6801200 1
217 Melanogaster 7011357 Pseudoobscura 6803492 1
220 Melanogaster 7049476 Pseudoobscura 6822939 -1
219 Melanogaster 7040603 Pseudoobscura 6831937 -1
218 Melanogaster 7021608 Pseudoobscura 6840439 -1
115 Melanogaster 3862966 Pseudoobscura 6910397 1
116 Melanogaster 3868973 Pseudoobscura 6919670 1
352 Melanogaster 9160124 Pseudoobscura 6930276 -1
351 Melanogaster 9159514 Pseudoobscura 6932084 -1
350 Melanogaster 9158622 Pseudoobscura 6932447 -1
349 Melanogaster 9156929 Pseudoobscura 6933769 -1
348 Melanogaster 9149309 Pseudoobscura 6942191 -1
347 Melanogaster 9142493 Pseudoobscura 6946474 -1
346 Melanogaster 9121973 Pseudoobscura 6963275 -1
345 Melanogaster 9108691 Pseudoobscura 6981773 -1
344 Melanogaster 9107069 Pseudoobscura 6989950 -1
343 Melanogaster 9103870 Pseudoobscura 6991814 -1
342 Melanogaster 9093612 Pseudoobscura 6995035 -1
341 Melanogaster 9089513 Pseudoobscura 7007438 -1
768 Melanogaster 20302015 Pseudoobscura 7090277 -1
767 Melanogaster 20267821 Pseudoobscura 7128101 -1
766 Melanogaster 20254692 Pseudoobscura 7142094 -1
765 Melanogaster 20251338 Pseudoobscura 7145642 -1
764 Melanogaster 20248309 Pseudoobscura 7148840 -1
763 Melanogaster 20244647 Pseudoobscura 7151704 -1
762 Melanogaster 20239855 Pseudoobscura 7156994 -1
761 Melanogaster 20227961 Pseudoobscura 7162312 -1
760 Melanogaster 20171445 Pseudoobscura 7170401 -1
759 Melanogaster 20170222 Pseudoobscura 7171968 -1
758 Melanogaster 20168042 Pseudoobscura 7173958 -1
757 Melanogaster 20166673 Pseudoobscura 7175852 -1
756 Melanogaster 20160355 Pseudoobscura 7178068 -1
755 Melanogaster 20155766 Pseudoobscura 7181502 -1
